"데이터버전","분석단위","자치구명","법정동명","법정동코드8","면적구간","예산구간","거래건수","가격_중앙값_만원","가격_중앙값_억원","단가_중앙값_만원_m2","최소금액_만원","최대금액_만원","거래기간_시작","거래기간_끝","가격표본_신뢰도","GBD_시간분","YBD_시간분","CBD_시간분","3대도심_평균통근시간분","강남_광화문_평균통근시간분","강남_광화문_최장통근시간분","강남_여의도_평균통근시간분","강남_여의도_최장통근시간분","여의도_광화문_평균통근시간분","여의도_광화문_최장통근시간분","매핑_행정동수","통근자료_매핑수","통근자료상태","하락기_낙폭_%","저점대비_회복률_%","방어력_고점분기","방어력_저점분기","방어력_최근분기","유효분기수","방어력_거래건수합","현재고점_미검증","방어력상태","3040비중_%","3040_기준분기","통근점수","방어력점수","3040친화점수","유동성점수","통근점수_강남_광화문","통근점수_강남_여의도","통근점수_여의도_광화문","기존후보마스터_종합점수","기준_종합점수_검토용","최종_종합점수","통근우선_종합점수","방어우선_종합점수","시나리오점수_강남_광화문","시나리오점수_강남_여의도","시나리오점수_여의도_광화문","추천순위_예산면적내","통근우선순위_예산면적내","방어우선순위_예산면적내","강남_광화문_순위_예산면적내","강남_여의도_순위_예산면적내","여의도_광화문_순위_예산면적내","최종추천대상","추천상태","제외_주의사유","가격_산정기준","통근_산정기준","점수_가중치","참조기록","예산상한_억원","예산잔액_억원","가성비율_%","가성비순위_예산면적내","가성비점수","최종_안정성점수","안정성_출처","최종_종합점수_v2","추천상태_v2","최종추천대상_v2"
"v4.0_20260902","법정동×면적구간","종로구","홍파동","11110179.0","59㎡급(55~65)","12억 초과","6","212000.0","21.2","3540.72263991083","192000","230000","20260401","20260627","참고(5~9건)","56.4","37.8","30.2","41.5","43.3","56.4","47.1","56.4","34.0","37.8","1","1","검증완료_v2기준","0.0","","20254.0","20254.0","20254.0","16.0","161.0","True","현재고점_미검증","28.06","20261","92.1","","43.0","21.2","79.1","74.2","91.4","75.1","","","","","","","","","","","","","","False","제외_핵심자료미검증·결측","방어력:현재고점_미검증; 가격표본:참고(5~9건)","2026년 서울 아파트 실거래(취소제외), 면적구간별 중앙값","v2 행정동 통근시간을 KIKmix 가중치로 법정동 환산; GBD 6개·YBD 여의동·CBD 3개 핵심 행정동","기준=통근35+방어30+3040 25+유동성10","대화기록_1조프로젝트_데이터검증_20260829.md","","","","89","15.7","15.7","가성비(대체)","49.8","제외_핵심자료미검증·결측","False"
"v4.0_20260902","법정동×면적구간","중구","만리동2가","11140174.0","59㎡급(55~65)","12억 초과","8","193500.0","19.35","3228.06666333016","145000","204000","20260410","20260721","참고(5~9건)","56.4","30.9","30.5","39.3","43.4","56.4","43.6","56.4","30.7","30.9","1","1","검증완료_v2기준","0.0","","20261.0","20261.0","20261.0","11.0","180.0","True","현재고점_미검증","26.85","20261","97.5","","40.1","25.4","78.7","81.1","97.7","77.4","","","","","","","","","","","","","","False","제외_핵심자료미검증·결측","방어력:현재고점_미검증; 가격표본:참고(5~9건)","2026년 서울 아파트 실거래(취소제외), 면적구간별 중앙값","v2 행정동 통근시간을 KIKmix 가중치로 법정동 환산; GBD 6개·YBD 여의동·CBD 3개 핵심 행정동","기준=통근35+방어30+3040 25+유동성10","대화기록_1조프로젝트_데이터검증_20260829.md","","","","83","21.9","21.9","가성비(대체)","53.3","제외_핵심자료미검증·결측","False"
"v4.0_20260902","법정동×면적구간","중구","신당동","11140162.0","59㎡급(55~65)","12억 초과","100","149000.0","14.9","2494.16082749416","33000","177000","20260102","20260805","충분(10건+)","45.2","47.2","33.3","41.9","39.2","45.2","46.2","47.2","40.2","47.2","6","6","검증완료_v2기준","0.0","","20261.0","20261.0","20261.0","21.0","1764.0","True","현재고점_미검증","29.11","20261","91.1","","45.4","66.3","89.2","76.1","79.6","79.4","","","","","","","","","","","","","","False","제외_핵심자료미검증·결측","방어력:현재고점_미검증","2026년 서울 아파트 실거래(취소제외), 면적구간별 중앙값","v2 행정동 통근시간을 KIKmix 가중치로 법정동 환산; GBD 6개·YBD 여의동·CBD 3개 핵심 행정동","기준=통근35+방어30+3040 25+유동성10","대화기록_1조프로젝트_데이터검증_20260829.md","","","","39","63.8","63.8","가성비(대체)","69.0","추천가능_가성비대체","True"
"v4.0_20260902","법정동×면적구간","중구","입정동","11140156.0","59㎡급(55~65)","12억 초과","4","143250.0","14.32","2465.63082388092","138500","148000","20260123","20260605","경고(5건미만)","52.4","50.1","19.4","40.6","35.9","52.4","51.2","52.4","34.8","50.1","1","1","검증완료_v2기준","","","","","","","","","방어력_자료부족","52.03","20261","94.1","","99.4","15.5","97.5","65.9","90.0","","","","","","","","","","","","","","","False","제외_핵심자료미검증·결측","방어력:방어력_자료부족; 가격표본:경고(5건미만)","2026년 서울 아파트 실거래(취소제외), 면적구간별 중앙값","v2 행정동 통근시간을 KIKmix 가중치로 법정동 환산; GBD 6개·YBD 여의동·CBD 3개 핵심 행정동","기준=통근35+방어30+3040 25+유동성10","대화기록_1조프로젝트_데이터검증_20260829.md","","","","33","69.5","69.5","가성비(대체)","80.2","제외_핵심자료미검증·결측","False"
"v4.0_20260902","법정동×면적구간","중구","중림동","11140171.0","59㎡급(55~65)","12억 초과","8","151000.0","15.1","2524.42757756746","149300","165000","20260111","20260716","참고(5~9건)","56.4","30.9","30.5","39.3","43.4","56.4","43.6","56.4","30.7","30.9","1","1","검증완료_v2기준","0.0","","20261.0","20261.0","20261.0","10.0","84.0","True","현재고점_미검증","32.62","20261","97.5","","53.7","25.4","78.7","81.1","97.7","80.8","","","","","","","","","","","","","","False","제외_핵심자료미검증·결측","방어력:현재고점_미검증; 가격표본:참고(5~9건)","2026년 서울 아파트 실거래(취소제외), 면적구간별 중앙값","v2 행정동 통근시간을 KIKmix 가중치로 법정동 환산; GBD 6개·YBD 여의동·CBD 3개 핵심 행정동","기준=통근35+방어30+3040 25+유동성10","대화기록_1조프로젝트_데이터검증_20260829.md","","","","45","58.1","58.1","가성비(대체)","67.5","제외_핵심자료미검증·결측","False"
"v4.0_20260902","법정동×면적구간","강북구","우이동","11305104.0","84㎡급(80~90)","7억 이하","11","57000.0","5.7","671.140939597315","48000","66000","20260128","20260811","충분(10건+)","89.1","79.5","58.5","75.7","73.8","89.1","84.3","89.1","69.0","79.5","1","1","검증완료_v2기준","","","","","","","","","방어력_자료부족","25.33","20261","8.0","","36.5","30.3","3.4","0.0","24.9","","","","","","","","","","","","","","","False","제외_핵심자료미검증·결측","방어력:방어력_자료부족","2026년 서울 아파트 실거래(취소제외), 면적구간별 중앙값","v2 행정동 통근시간을 KIKmix 가중치로 법정동 환산; GBD 6개·YBD 여의동·CBD 3개 핵심 행정동","기준=통근35+방어30+3040 25+유동성10","대화기록_1조프로젝트_데이터검증_20260829.md","7.0","1.3","18.6","5","77.8","77.8","가성비(대체)","38.3","추천가능_가성비대체","True"
"v4.0_20260902","법정동×면적구간","구로구","가리봉동","11530103.0","84㎡급(80~90)","7억 이하","5","51000.0","5.1","600.919052668788","49400","53500","20260121","20260602","참고(5~9건)","","","","","","","","","","","1","0","v2_행정동통근자료없음","","","","","","","","","방어력_자료부족","26.43","20261","","","39.1","18.6","","","","","","","","","","","","","","","","","","False","제외_핵심자료미검증·결측","통근:v2_행정동통근자료없음; 방어력:방어력_자료부족; 가격표본:참고(5~9건)","2026년 서울 아파트 실거래(취소제외), 면적구간별 중앙값","v2 행정동 통근시간을 KIKmix 가중치로 법정동 환산; GBD 6개·YBD 여의동·CBD 3개 핵심 행정동","기준=통근35+방어30+3040 25+유동성10","대화기록_1조프로젝트_데이터검증_20260829.md","7.0","1.9","27.1","2","94.4","94.4","가성비(대체)","","제외_핵심자료미검증·결측","False"
"v4.0_20260902","법정동×면적구간","구로구","궁동","11530109.0","84㎡급(80~90)","7억 이하","1","48000.0","4.8","570.003562522266","48000","48000","20260720","20260720","경고(5건미만)","72.0","53.7","68.4","64.7","70.2","72.0","62.8","72.0","61.0","68.4","1","1","검증완료_v2기준","","","","","","","","","방어력_자료부족","27.2","20261","35.0","","40.9","0.0","12.3","42.8","40.0","","","","","","","","","","","","","","","False","제외_핵심자료미검증·결측","방어력:방어력_자료부족; 가격표본:경고(5건미만)","2026년 서울 아파트 실거래(취소제외), 면적구간별 중앙값","v2 행정동 통근시간을 KIKmix 가중치로 법정동 환산; GBD 6개·YBD 여의동·CBD 3개 핵심 행정동","기준=통근35+방어30+3040 25+유동성10","대화기록_1조프로젝트_데이터검증_20260829.md","7.0","2.2","31.4","1","100.0","100.0","가성비(대체)","52.5","제외_핵심자료미검증·결측","False"
"v4.0_20260902","법정동×면적구간","서대문구","창천동","11410116.0","84㎡급(80~90)","7억 이하","1","64500.0","6.45","780.399274047187","64500","64500","20260330","20260330","경고(5건미만)","67.2","37.3","35.7","46.7","51.4","67.2","52.2","67.2","36.5","37.3","1","1","검증완료_v2기준","","","","","","","","","방어력_자료부족","30.67","20261","79.1","","49.1","0.0","58.8","63.9","86.7","","","","","","","","","","","","","","","False","제외_핵심자료미검증·결측","방어력:방어력_자료부족; 가격표본:경고(5건미만)","2026년 서울 아파트 실거래(취소제외), 면적구간별 중앙값","v2 행정동 통근시간을 KIKmix 가중치로 법정동 환산; GBD 6개·YBD 여의동·CBD 3개 핵심 행정동","기준=통근35+방어30+3040 25+유동성10","대화기록_1조프로젝트_데이터검증_20260829.md","7.0","0.55","7.9","12","38.9","38.9","가성비(대체)","51.6","제외_핵심자료미검증·결측","False"
"v4.0_20260902","법정동×면적구간","종로구","명륜1가","11110170.0","84㎡급(80~90)","7억 이하","2","65250.0","6.52","769.63906581741","61500","69000","20260130","20260526","경고(5건미만)","59.8","57.5","33.4","50.2","46.6","59.8","58.6","59.8","45.4","57.5","1","1","검증완료_v2기준","","","","","","","","","방어력_자료부족","24.98","20261","70.5","","35.7","6.9","70.9","51.2","69.7","","","","","","","","","","","","","","","False","제외_핵심자료미검증·결측","방어력:방어력_자료부족; 가격표본:경고(5건미만)","2026년 서울 아파트 실거래(취소제외), 면적구간별 중앙값","v2 행정동 통근시간을 KIKmix 가중치로 법정동 환산; GBD 6개·YBD 여의동·CBD 3개 핵심 행정동","기준=통근35+방어30+3040 25+유동성10","대화기록_1조프로젝트_데이터검증_20260829.md","7.0","0.48","6.9","14","27.8","27.8","가성비(대체)","42.6","제외_핵심자료미검증·결측","False"
"v4.0_20260902","법정동×면적구간","중구","흥인동","11140163.0","84㎡급(80~90)","7억 이하","2","66500.0","6.65","783.551313774007","65000","68000","20260311","20260711","경고(5건미만)","47.7","45.8","32.3","41.9","40.0","47.7","46.8","47.7","39.0","45.8","1","1","검증완료_v2기준","-33.7","13.7","20222.0","20243.0","20261.0","10.0","75.0","False","검증완료","35.41","20261","90.9","48.1","60.3","6.9","87.3","74.9","81.8","61.4","62.0","","","","","","","","","","","","","False","참고용_가격표본부족","가격표본:경고(5건미만)","2026년 서울 아파트 실거래(취소제외), 면적구간별 중앙값","v2 행정동 통근시간을 KIKmix 가중치로 법정동 환산; GBD 6개·YBD 여의동·CBD 3개 핵심 행정동","기준=통근35+방어30+3040 25+유동성10","대화기록_1조프로젝트_데이터검증_20260829.md","7.0","0.35","5.0","15","22.2","48.1","방어력(실측)","62.0","참고용_가격표본부족","False"
"v4.0_20260902","법정동×면적구간","구로구","항동","11530112.0","84㎡급(80~90)","7~9억","75","79700.0","7.97","938.596697835457","40000","94500","20260107","20260810","충분(10건+)","","","","","","","","","","","1","0","v2_행정동통근자료없음","","","","","","","","","방어력_자료부족","","20261","","","","61.5","","","","","","","","","","","","","","","","","","False","제외_핵심자료미검증·결측","통근:v2_행정동통근자료없음; 방어력:방어력_자료부족; 3040비중 자료없음","2026년 서울 아파트 실거래(취소제외), 면적구간별 중앙값","v2 행정동 통근시간을 KIKmix 가중치로 법정동 환산; GBD 6개·YBD 여의동·CBD 3개 핵심 행정동","기준=통근35+방어30+3040 25+유동성10","대화기록_1조프로젝트_데이터검증_20260829.md","9.0","1.03","11.4","20","54.8","54.8","가성비(대체)","","제외_핵심자료미검증·결측","False"
"v4.0_20260902","법정동×면적구간","마포구","서교동","11440120.0","84㎡급(80~90)","7~9억","4","84600.0","8.46","1002.90215882409","66800","96000","20260103","20260803","경고(5건미만)","66.5","34.7","41.7","47.6","54.1","66.5","50.6","66.5","38.2","41.7","1","1","검증완료_v2기준","-39.5","0.0","20254.0","20261.0","20261.0","19.0","229.0","False","검증완료","36.33","20261","76.9","39.1","62.4","15.5","52.3","67.2","83.5","56.0","55.8","","","","","","","","","","","","","False","참고용_가격표본부족","가격표본:경고(5건미만)","2026년 서울 아파트 실거래(취소제외), 면적구간별 중앙값","v2 행정동 통근시간을 KIKmix 가중치로 법정동 환산; GBD 6개·YBD 여의동·CBD 3개 핵심 행정동","기준=통근35+방어30+3040 25+유동성10","대화기록_1조프로젝트_데이터검증_20260829.md","9.0","0.54","6.0","29","33.3","39.1","방어력(실측)","55.8","참고용_가격표본부족","False"
"v4.0_20260902","법정동×면적구간","서대문구","충정로2가","11410101.0","84㎡급(80~90)","7~9억","2","79000.0","7.9","957.247231419459","60000","98000","20260529","20260730","경고(5건미만)","62.3","35.1","23.9","40.4","43.1","62.3","48.7","62.3","29.5","35.1","1","1","검증완료_v2기준","","","","","","","","","방어력_자료부족","","20261","94.6","","","6.9","79.6","71.0","100.0","","","","","","","","","","","","","","","False","제외_핵심자료미검증·결측","방어력:방어력_자료부족; 3040비중 자료없음; 가격표본:경고(5건미만)","2026년 서울 아파트 실거래(취소제외), 면적구간별 중앙값","v2 행정동 통근시간을 KIKmix 가중치로 법정동 환산; GBD 6개·YBD 여의동·CBD 3개 핵심 행정동","기준=통근35+방어30+3040 25+유동성10","대화기록_1조프로젝트_데이터검증_20260829.md","9.0","1.1","12.2","16","63.1","63.1","가성비(대체)","52.7","제외_핵심자료미검증·결측","False"
"v4.0_20260902","법정동×면적구간","서대문구","충정로3가","11410102.0","84㎡급(80~90)","7~9억","9","85000.0","8.5","1004.72813238771","67000","115000","20260102","20260630","참고(5~9건)","62.3","35.1","23.9","40.4","43.1","62.3","48.7","62.3","29.5","35.1","1","1","검증완료_v2기준","-31.0","0.0","20221.0","20261.0","20261.0","12.0","81.0","False","검증완료","38.1","20261","94.6","52.3","66.6","27.2","79.6","71.0","100.0","67.9","68.2","","","","","","","","","","","","","False","참고용_가격표본부족","가격표본:참고(5~9건)","2026년 서울 아파트 실거래(취소제외), 면적구간별 중앙값","v2 행정동 통근시간을 KIKmix 가중치로 법정동 환산; GBD 6개·YBD 여의동·CBD 3개 핵심 행정동","기준=통근35+방어30+3040 25+유동성10","대화기록_1조프로젝트_데이터검증_20260829.md","9.0","0.5","5.6","30","28.6","52.3","방어력(실측)","68.2","참고용_가격표본부족","False"
"v4.0_20260902","법정동×면적구간","성동구","사근동","11200106.0","84㎡급(80~90)","7~9억","4","84500.0","8.45","996.001013639678","68000","108000","20260326","20260725","경고(5건미만)","43.7","63.1","39.6","48.8","41.7","43.7","53.4","63.1","51.4","63.1","1","1","검증완료_v2기준","","","","","","","","","방어력_자료부족","20.11","20261","74.1","","24.3","15.5","83.2","61.6","58.5","","","","","","","","","","","","","","","False","제외_핵심자료미검증·결측","방어력:방어력_자료부족; 가격표본:경고(5건미만)","2026년 서울 아파트 실거래(취소제외), 면적구간별 중앙값","v2 행정동 통근시간을 KIKmix 가중치로 법정동 환산; GBD 6개·YBD 여의동·CBD 3개 핵심 행정동","기준=통근35+방어30+3040 25+유동성10","대화기록_1조프로젝트_데이터검증_20260829.md","9.0","0.55","6.1","27","36.9","36.9","가성비(대체)","44.6","제외_핵심자료미검증·결측","False"
"v4.0_20260902","법정동×면적구간","성북구","동선동1가","11290116.0","84㎡급(80~90)","7~9억","2","80500.0","8.05","954.945817045523","77000","84000","20260209","20260729","경고(5건미만)","62.4","61.3","36.6","53.4","49.5","62.4","61.8","62.4","49.0","61.3","1","1","검증완료_v2기준","","","","","","","","","방어력_자료부족","26.94","20261","62.7","","40.3","6.9","63.7","44.8","63.0","","","","","","","","","","","","","","","False","제외_핵심자료미검증·결측","방어력:방어력_자료부족; 가격표본:경고(5건미만)","2026년 서울 아파트 실거래(취소제외), 면적구간별 중앙값","v2 행정동 통근시간을 KIKmix 가중치로 법정동 환산; GBD 6개·YBD 여의동·CBD 3개 핵심 행정동","기준=통근35+방어30+3040 25+유동성10","대화기록_1조프로젝트_데이터검증_20260829.md","9.0","0.95","10.6","23","47.6","47.6","가성비(대체)","47.0","제외_핵심자료미검증·결측","False"
"v4.0_20260902","법정동×면적구간","성북구","동소문동4가","11290107.0","84㎡급(80~90)","7~9억","2","83500.0","8.35","983.857664663603","82000","85000","20260206","20260725","경고(5건미만)","61.7","61.9","36.8","53.5","49.2","61.7","61.8","61.9","49.3","61.9","1","1","검증완료_v2기준","","","","","","","","","방어력_자료부족","28.58","20261","62.6","","44.2","6.9","64.3","44.9","62.3","","","","","","","","","","","","","","","False","제외_핵심자료미검증·결측","방어력:방어력_자료부족; 가격표본:경고(5건미만)","2026년 서울 아파트 실거래(취소제외), 면적구간별 중앙값","v2 행정동 통근시간을 KIKmix 가중치로 법정동 환산; GBD 6개·YBD 여의동·CBD 3개 핵심 행정동","기준=통근35+방어30+3040 25+유동성10","대화기록_1조프로젝트_데이터검증_20260829.md","9.0","0.65","7.2","25","42.9","42.9","가성비(대체)","46.5","제외_핵심자료미검증·결측","False"
"v4.0_20260902","법정동×면적구간","성북구","삼선동4가","11290114.0","84㎡급(80~90)","7~9억","3","90000.0","9.0","1060.44538706257","81000","99000","20260209","20260625","경고(5건미만)","58.0","58.9","36.5","51.1","47.2","58.0","58.4","58.9","47.7","58.9","1","1","검증완료_v2기준","","","","","","","","","방어력_자료부족","28.13","20261","68.3","","43.1","11.7","69.3","51.6","65.4","","","","","","","","","","","","","","","False","제외_핵심자료미검증·결측","방어력:방어력_자료부족; 가격표본:경고(5건미만)","2026년 서울 아파트 실거래(취소제외), 면적구간별 중앙값","v2 행정동 통근시간을 KIKmix 가중치로 법정동 환산; GBD 6개·YBD 여의동·CBD 3개 핵심 행정동","기준=통근35+방어30+3040 25+유동성10","대화기록_1조프로젝트_데이터검증_20260829.md","9.0","0.0","0.0","41","2.4","2.4","가성비(대체)","36.6","제외_핵심자료미검증·결측","False"
"v4.0_20260902","법정동×면적구간","영등포구","당산동","11560117.0","84㎡급(80~90)","7~9억","6","90000.0","9.0","1076.06707747983","67000","165000","20260309","20260709","참고(5~9건)","53.7","24.5","42.7","40.3","48.2","53.7","39.1","53.7","33.6","42.7","1","1","검증완료_v2기준","0.0","","20261.0","20261.0","20261.0","21.0","329.0","True","현재고점_미검증","45.59","20261","94.9","","84.2","21.2","66.9","90.2","92.2","86.4","","","","","","","","","","","","","","False","제외_핵심자료미검증·결측","방어력:현재고점_미검증; 가격표본:참고(5~9건)","2026년 서울 아파트 실거래(취소제외), 면적구간별 중앙값","v2 행정동 통근시간을 KIKmix 가중치로 법정동 환산; GBD 6개·YBD 여의동·CBD 3개 핵심 행정동","기준=통근35+방어30+3040 25+유동성10","대화기록_1조프로젝트_데이터검증_20260829.md","9.0","0.0","0.0","41","2.4","2.4","가성비(대체)","57.1","제외_핵심자료미검증·결측","False"
"v4.0_20260902","법정동×면적구간","영등포구","영등포동1가","11560102.0","84㎡급(80~90)","7~9억","3","78000.0","7.8","918.572952471258","77500","83000","20260131","20260701","경고(5건미만)","58.9","23.1","43.7","41.9","51.3","58.9","41.0","58.9","33.4","43.7","1","1","검증완료_v2기준","-34.0","0.0","20251.0","20261.0","20261.0","17.0","307.0","False","검증완료","44.16","20261","91.0","47.7","80.8","11.7","59.2","86.4","92.6","67.4","67.5","","","","","","","","","","","","","False","참고용_가격표본부족","가격표본:경고(5건미만)","2026년 서울 아파트 실거래(취소제외), 면적구간별 중앙값","v2 행정동 통근시간을 KIKmix 가중치로 법정동 환산; GBD 6개·YBD 여의동·CBD 3개 핵심 행정동","기준=통근35+방어30+3040 25+유동성10","대화기록_1조프로젝트_데이터검증_20260829.md","9.0","1.2","13.3","13","70.2","47.7","방어력(실측)","67.5","참고용_가격표본부족","False"
"v4.0_20260902","법정동×면적구간","영등포구","영등포동5가","11560106.0","84㎡급(80~90)","7~9억","5","85000.0","8.5","1028.43315184513","82900","100000","20260103","20260715","참고(5~9건)","58.9","23.1","43.7","41.9","51.3","58.9","41.0","58.9","33.4","43.7","1","1","검증완료_v2기준","","","","","","","","","방어력_자료부족","29.78","20261","91.0","","47.0","18.6","59.2","86.4","92.6","","","","","","","","","","","","","","","False","제외_핵심자료미검증·결측","방어력:방어력_자료부족; 가격표본:참고(5~9건)","2026년 서울 아파트 실거래(취소제외), 면적구간별 중앙값","v2 행정동 통근시간을 KIKmix 가중치로 법정동 환산; GBD 6개·YBD 여의동·CBD 3개 핵심 행정동","기준=통근35+방어30+3040 25+유동성10","대화기록_1조프로젝트_데이터검증_20260829.md","9.0","0.5","5.6","30","28.6","28.6","가성비(대체)","54.0","제외_핵심자료미검증·결측","False"
"v4.0_20260902","법정동×면적구간","종로구","교북동","11110180.0","84㎡급(80~90)","7~9억","4","86500.0","8.65","1026.34076886569","82000","95000","20260212","20260419","경고(5건미만)","56.4","37.8","30.2","41.5","43.3","56.4","47.1","56.4","34.0","37.8","1","1","검증완료_v2기준","","","","","","","","","방어력_자료부족","23.38","20261","92.1","","32.0","15.5","79.1","74.2","91.4","","","","","","","","","","","","","","","False","제외_핵심자료미검증·결측","방어력:방어력_자료부족; 가격표본:경고(5건미만)","2026년 서울 아파트 실거래(취소제외), 면적구간별 중앙값","v2 행정동 통근시간을 KIKmix 가중치로 법정동 환산; GBD 6개·YBD 여의동·CBD 3개 핵심 행정동","기준=통근35+방어30+3040 25+유동성10","대화기록_1조프로젝트_데이터검증_20260829.md","9.0","0.35","3.9","36","16.7","16.7","가성비(대체)","46.8","제외_핵심자료미검증·결측","False"
"v4.0_20260902","법정동×면적구간","종로구","평창동","11110183.0","84㎡급(80~90)","7~9억","4","85650.0","8.56","1008.11889311972","77000","95000","20260131","20260731","경고(5건미만)","73.1","62.5","44.7","60.1","58.9","73.1","67.8","73.1","53.6","62.5","1","1","검증완료_v2기준","-41.5","86.1","20214.0","20243.0","20253.0","10.0","79.0","False","검증완료","26.4","20261","46.3","36.0","39.1","15.5","40.3","32.9","54.2","37.6","38.3","","","","","","","","","","","","","False","참고용_가격표본부족","가격표본:경고(5건미만)","2026년 서울 아파트 실거래(취소제외), 면적구간별 중앙값","v2 행정동 통근시간을 KIKmix 가중치로 법정동 환산; GBD 6개·YBD 여의동·CBD 3개 핵심 행정동","기준=통근35+방어30+3040 25+유동성10","대화기록_1조프로젝트_데이터검증_20260829.md","9.0","0.44","4.9","33","23.8","36.0","방어력(실측)","38.3","참고용_가격표본부족","False"
"v4.0_20260902","법정동×면적구간","광진구","군자동","11215109.0","84㎡급(80~90)","9~12억","9","100000.0","10.0","1177.02448210923","65000","109500","20260209","20260711","참고(5~9건)","41.7","60.6","46.0","49.4","43.8","46.0","51.2","60.6","53.3","60.6","1","1","검증완료_v2기준","0.0","","20261.0","20261.0","20261.0","13.0","106.0","True","현재고점_미검증","31.61","20261","72.5","","51.3","27.2","77.7","66.1","54.8","70.7","","","","","","","","","","","","","","False","제외_핵심자료미검증·결측","방어력:현재고점_미검증; 가격표본:참고(5~9건)","2026년 서울 아파트 실거래(취소제외), 면적구간별 중앙값","v2 행정동 통근시간을 KIKmix 가중치로 법정동 환산; GBD 6개·YBD 여의동·CBD 3개 핵심 행정동","기준=통근35+방어30+3040 25+유동성10","대화기록_1조프로젝트_데이터검증_20260829.md","12.0","2.0","16.7","22","61.8","61.8","가성비(대체)","59.5","제외_핵심자료미검증·결측","False"
"v4.0_20260902","법정동×면적구간","마포구","중동","11440126.0","84㎡급(80~90)","9~12억","33","117000.0","11.7","1378.09187279152","70000","144000","20260206","20260808","충분(10건+)","69.9","42.7","48.5","53.7","59.2","69.9","56.3","69.9","45.6","48.5","1","1","검증완료_v2기준","0.0","","20261.0","20261.0","20261.0","18.0","295.0","True","현재고점_미검증","31.95","20261","62.0","","52.1","47.9","39.6","55.9","69.4","69.7","","","","","","","","","","","","","","False","제외_핵심자료미검증·결측","방어력:현재고점_미검증","2026년 서울 아파트 실거래(취소제외), 면적구간별 중앙값","v2 행정동 통근시간을 KIKmix 가중치로 법정동 환산; GBD 6개·YBD 여의동·CBD 3개 핵심 행정동","기준=통근35+방어30+3040 25+유동성10","대화기록_1조프로젝트_데이터검증_20260829.md","12.0","0.3","2.5","49","11.8","11.8","가성비(대체)","43.1","추천가능_가성비대체","True"
"v4.0_20260902","법정동×면적구간","서대문구","천연동","11410106.0","84㎡급(80~90)","9~12억","2","115500.0","11.55","1361.11108409992","102000","129000","20260309","20260418","경고(5건미만)","62.3","39.3","31.2","44.3","46.8","62.3","50.8","62.3","35.2","39.3","1","1","검증완료_v2기준","0.0","","20261.0","20261.0","20261.0","14.0","218.0","True","현재고점_미검증","25.14","20261","85.2","","36.1","6.9","70.5","66.8","89.1","69.4","","","","","","","","","","","","","","False","제외_핵심자료미검증·결측","방어력:현재고점_미검증; 가격표본:경고(5건미만)","2026년 서울 아파트 실거래(취소제외), 면적구간별 중앙값","v2 행정동 통근시간을 KIKmix 가중치로 법정동 환산; GBD 6개·YBD 여의동·CBD 3개 핵심 행정동","기준=통근35+방어30+3040 25+유동성10","대화기록_1조프로젝트_데이터검증_20260829.md","12.0","0.45","3.8","45","19.1","19.1","가성비(대체)","45.3","제외_핵심자료미검증·결측","False"
"v4.0_20260902","법정동×면적구간","성동구","도선동","11200104.0","84㎡급(80~90)","9~12억","7","120000.0","12.0","1412.92829388909","95000","130000","20260112","20260602","참고(5~9건)","45.5","54.7","33.9","44.7","39.7","45.5","50.1","54.7","44.3","54.7","1","1","검증완료_v2기준","","","","","","","","","방어력_자료부족","29.2","20261","84.1","","45.6","23.4","88.0","68.2","71.9","","","","","","","","","","","","","","","False","제외_핵심자료미검증·결측","방어력:방어력_자료부족; 가격표본:참고(5~9건)","2026년 서울 아파트 실거래(취소제외), 면적구간별 중앙값","v2 행정동 통근시간을 KIKmix 가중치로 법정동 환산; GBD 6개·YBD 여의동·CBD 3개 핵심 행정동","기준=통근35+방어30+3040 25+유동성10","대화기록_1조프로젝트_데이터검증_20260829.md","12.0","0.0","0.0","56","0.0","0.0","가성비(대체)","43.2","제외_핵심자료미검증·결측","False"
"v4.0_20260902","법정동×면적구간","성동구","송정동","11200118.0","84㎡급(80~90)","9~12억","12","117750.0","11.78","1395.13950744411","108000","143500","20260110","20260723","충분(10건+)","45.8","59.7","46.8","50.8","46.3","46.8","52.7","59.7","53.3","59.7","2","2","검증완료_v2기준","0.0","","20261.0","20261.0","20261.0","13.0","141.0","True","현재고점_미검증","28.58","20261","69.2","","44.2","31.6","71.6","63.0","54.8","68.1","","","","","","","","","","","","","","False","제외_핵심자료미검증·결측","방어력:현재고점_미검증","2026년 서울 아파트 실거래(취소제외), 면적구간별 중앙값","v2 행정동 통근시간을 KIKmix 가중치로 법정동 환산; GBD 6개·YBD 여의동·CBD 3개 핵심 행정동","기준=통근35+방어30+3040 25+유동성10","대화기록_1조프로젝트_데이터검증_20260829.md","12.0","0.22","1.8","52","7.3","7.3","가성비(대체)","40.6","추천가능_가성비대체","True"
